*******************************************************************************
 Revised: July 31, 2013             Moon / (Earth)                          301
 
 GEOPHYSICAL DATA (updated 2018-Aug-15):
  Vol. mean radius, km  = 1737.53+-0.03    Mass, x10^22 kg       =    7.349
  Radius (gravity), km  = 1738.0           Surface emissivity    =    0.92
  Radius (IAU), km      = 1737.4           GM, km^3/s^2          = 4902.800066
  Density, g/cm^3       =    3.3437        GM 1-sigma, km^3/s^2  =  +-0.0001  
  V(1,0)                =   +0.21          Surface accel., m/s^2 =    1.62
  Earth/Moon mass ratio = 81.3005690769    Farside crust. thick. = ~80 - 90 km
  Mean crustal density  = 2.97+-.07 g/cm^3 Nearside crust. thick.= 58+-8 km 
  Heat flow, Apollo 15  = 3.1+-.6 mW/m^2   Mean angular diameter = 31'05.2"
  Heat flow, Apollo 17  = 2.2+-.5 mW/m^2   Sid. rot. rate, rad/s = 0.0000026617
  Geometric Albedo      = 0.12             Mean solar day        = 29.5306 d
  Obliquity to orbit    = 6.67 deg         Orbit period          = 27.321582 d
  Semi-major axis, a    = 384400 km        Eccentricity          = 0.05490
  Mean motion, rad/s    = 2.6616995x10^-6  Inclination           = 5.145 deg
  Apsidal period        = 3231.50 d        Nodal period          = 6798.38 d
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         1414+-7     1323+-7     1368+-7
  Maximum Planetary IR (W/m^2)   1314        1226        1268
  Minimum Planetary IR (W/m^2)      5.2         5.2         5.2
********************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Jun  8 11:26:02 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 01:58:33.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:54:22.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260605.p260901
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUN-05. PREDICTS-> 2026-AUG-31
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2461136.198993056, A.D. 2026-Apr-05 16:46:33.0000, -2.232951347919333E+05, -3.342218015398866E+05, -3.554321417505844E+04,  8.000627468984005E-01, -5.558290381369826E-01, -1.941456965315433E-02,
2461136.199687500, A.D. 2026-Apr-05 16:47:33.0000, -2.232471286056972E+05, -3.342551475812524E+05, -3.554437865381455E+04,  8.001434579239183E-01, -5.557056721673566E-01, -1.940138883056972E-02,
2461136.200381944, A.D. 2026-Apr-05 16:48:33.0000, -2.231991175773478E+05, -3.342884862203198E+05, -3.554554234171173E+04,  8.002241506770358E-01, -5.555822948562437E-01, -1.938820768934019E-02,
2461136.201076389, A.D. 2026-Apr-05 16:49:33.0000, -2.231511017079814E+05, -3.343218174564084E+05, -3.554670523873091E+04,  8.003048251565601E-01, -5.554589062061939E-01, -1.937502622972495E-02,
2461136.201770833, A.D. 2026-Apr-05 16:50:33.0000, -2.231030809986945E+05, -3.343551412888378E+05, -3.554786734485294E+04,  8.003854813612996E-01, -5.553355062197572E-01, -1.936184445198294E-02,
2461136.202465278, A.D. 2026-Apr-05 16:51:33.0000, -2.230550554505836E+05, -3.343884577169281E+05, -3.554902866005880E+04,  8.004661192900632E-01, -5.552120948994838E-01, -1.934866235637317E-02,
2461136.203159722, A.D. 2026-Apr-05 16:52:33.0000, -2.230070250647453E+05, -3.344217667399992E+05, -3.555018918432931E+04,  8.005467389416593E-01, -5.550886722479232E-01, -1.933547994315493E-02,
2461136.203854166, A.D. 2026-Apr-05 16:53:33.0000, -2.229589898422762E+05, -3.344550683573713E+05, -3.555134891764559E+04,  8.006273403148968E-01, -5.549652382676258E-01, -1.932229721258716E-02,
2461136.204548611, A.D. 2026-Apr-05 16:54:33.0000, -2.229109497842730E+05, -3.344883625683648E+05, -3.555250785998852E+04,  8.007079234085855E-01, -5.548417929611414E-01, -1.930911416492895E-02,
2461136.205243056, A.D. 2026-Apr-05 16:55:33.0000, -2.228629048918328E+05, -3.345216493723001E+05, -3.555366601133904E+04,  8.007884882215351E-01, -5.547183363310197E-01, -1.929593080043940E-02,
2461136.205937500, A.D. 2026-Apr-05 16:56:33.0000, -2.228148551660521E+05, -3.345549287684981E+05, -3.555482337167823E+04,  8.008690347525556E-01, -5.545948683798114E-01, -1.928274711937758E-02,
2461136.206631945, A.D. 2026-Apr-05 16:57:33.0000, -2.227668006080281E+05, -3.345882007562793E+05, -3.555597994098709E+04,  8.009495630004574E-01, -5.544713891100661E-01, -1.926956312200245E-02,
2461136.207326389, A.D. 2026-Apr-05 16:58:33.0000, -2.227187412188577E+05, -3.346214653349650E+05, -3.555713571924652E+04,  8.010300729640509E-01, -5.543478985243340E-01, -1.925637880857292E-02,
2461136.208020833, A.D. 2026-Apr-05 16:59:33.0000, -2.226706769996381E+05, -3.346547225038760E+05, -3.555829070643778E+04,  8.011105646421472E-01, -5.542243966251650E-01, -1.924319417934819E-02,
2461136.208715278, A.D. 2026-Apr-05 17:00:33.0000, -2.226226079514664E+05, -3.346879722623337E+05, -3.555944490254179E+04,  8.011910380335578E-01, -5.541008834151095E-01, -1.923000923458726E-02,
2461136.209409722, A.D. 2026-Apr-05 17:01:33.0000, -2.225745340754398E+05, -3.347212146096596E+05, -3.556059830753962E+04,  8.012714931370942E-01, -5.539773588967172E-01, -1.921682397454907E-02,
2461136.210104167, A.D. 2026-Apr-05 17:02:33.0000, -2.225264553726558E+05, -3.347544495451752E+05, -3.556175092141239E+04,  8.013519299515683E-01, -5.538538230725385E-01, -1.920363839949255E-02,
2461136.210798611, A.D. 2026-Apr-05 17:03:33.0000, -2.224783718442115E+05, -3.347876770682022E+05, -3.556290274414126E+04,  8.014323484757920E-01, -5.537302759451235E-01, -1.919045250967683E-02,
2461136.211493055, A.D. 2026-Apr-05 17:04:33.0000, -2.224302834912045E+05, -3.348208971780626E+05, -3.556405377570729E+04,  8.015127487085787E-01, -5.536067175170223E-01, -1.917726630536071E-02,
2461136.212187500, A.D. 2026-Apr-05 17:05:33.0000, -2.223821903147323E+05, -3.348541098740784E+05, -3.556520401609164E+04,  8.015931306487404E-01, -5.534831477907849E-01, -1.916407978680321E-02,
2461136.212881945, A.D. 2026-Apr-05 17:06:33.0000, -2.223340923158925E+05, -3.348873151555717E+05, -3.556635346527543E+04,  8.016734942950904E-01, -5.533595667689618E-01, -1.915089295426328E-02,
2461136.213576389, A.D. 2026-Apr-05 17:07:33.0000, -2.222859894957828E+05, -3.349205130218648E+05, -3.556750212323984E+04,  8.017538396464425E-01, -5.532359744541028E-01, -1.913770580799992E-02,
2461136.214270833, A.D. 2026-Apr-05 17:08:33.0000, -2.222378818555009E+05, -3.349537034722803E+05, -3.556864998996610E+04,  8.018341667016105E-01, -5.531123708487586E-01, -1.912451834827192E-02,
2461136.214965278, A.D. 2026-Apr-05 17:09:33.0000, -2.221897693961446E+05, -3.349868865061408E+05, -3.556979706543540E+04,  8.019144754594081E-01, -5.529887559554790E-01, -1.911133057533826E-02,
2461136.215659722, A.D. 2026-Apr-05 17:10:33.0000, -2.221416521188117E+05, -3.350200621227692E+05, -3.557094334962891E+04,  8.019947659186499E-01, -5.528651297768143E-01, -1.909814248945788E-02,
2461136.216354167, A.D. 2026-Apr-05 17:11:33.0000, -2.220935300246003E+05, -3.350532303214884E+05, -3.557208884252791E+04,  8.020750380781507E-01, -5.527414923153148E-01, -1.908495409088970E-02,
2461136.217048611, A.D. 2026-Apr-05 17:12:33.0000, -2.220454031146083E+05, -3.350863911016214E+05, -3.557323354411355E+04,  8.021552919367256E-01, -5.526178435735309E-01, -1.907176537989247E-02,
2461136.217743055, A.D. 2026-Apr-05 17:13:33.0000, -2.219972713899339E+05, -3.351195444624917E+05, -3.557437745436720E+04,  8.022355274931898E-01, -5.524941835540128E-01, -1.905857635672512E-02,
2461136.218437500, A.D. 2026-Apr-05 17:14:33.0000, -2.219491348516752E+05, -3.351526904034225E+05, -3.557552057327013E+04,  8.023157447463589E-01, -5.523705122593107E-01, -1.904538702164668E-02,
2461136.219131944, A.D. 2026-Apr-05 17:15:33.0000, -2.219009935009305E+05, -3.351858289237374E+05, -3.557666290080355E+04,  8.023959436950490E-01, -5.522468296919748E-01, -1.903219737491585E-02,
2461136.219826389, A.D. 2026-Apr-05 17:16:33.0000, -2.218528473387979E+05, -3.352189600227601E+05, -3.557780443694885E+04,  8.024761243380764E-01, -5.521231358545556E-01, -1.901900741679141E-02,
2461136.220520834, A.D. 2026-Apr-05 17:17:33.0000, -2.218046963663761E+05, -3.352520836998146E+05, -3.557894518168738E+04,  8.025562866742575E-01, -5.519994307496034E-01, -1.900581714753244E-02,
2461136.221215278, A.D. 2026-Apr-05 17:18:33.0000, -2.217565405847632E+05, -3.352851999542248E+05, -3.558008513500035E+04,  8.026364307024094E-01, -5.518757143796685E-01, -1.899262656739747E-02,
2461136.221909722, A.D. 2026-Apr-05 17:19:33.0000, -2.217083799950579E+05, -3.353183087853148E+05, -3.558122429686924E+04,  8.027165564213490E-01, -5.517519867473014E-01, -1.897943567664556E-02,
2461136.222604167, A.D. 2026-Apr-05 17:20:33.0000, -2.216602145983588E+05, -3.353514101924092E+05, -3.558236266727536E+04,  8.027966638298941E-01, -5.516282478550523E-01, -1.896624447553544E-02,
2461136.223298611, A.D. 2026-Apr-05 17:21:33.0000, -2.216120443957646E+05, -3.353845041748324E+05, -3.558350024620010E+04,  8.028767529268626E-01, -5.515044977054717E-01, -1.895305296432584E-02,
2461136.223993056, A.D. 2026-Apr-05 17:22:33.0000, -2.215638693883739E+05, -3.354175907319088E+05, -3.558463703362489E+04,  8.029568237110724E-01, -5.513807363011100E-01, -1.893986114327559E-02,
2461136.224687500, A.D. 2026-Apr-05 17:23:33.0000, -2.215156895772855E+05, -3.354506698629634E+05, -3.558577302953112E+04,  8.030368761813421E-01, -5.512569636445173E-01, -1.892666901264350E-02,
2461136.225381944, A.D. 2026-Apr-05 17:24:33.0000, -2.214675049635984E+05, -3.354837415673211E+05, -3.558690823390023E+04,  8.031169103364904E-01, -5.511331797382446E-01, -1.891347657268830E-02,
2461136.226076389, A.D. 2026-Apr-05 17:25:33.0000, -2.214193155484115E+05, -3.355168058443071E+05, -3.558804264671367E+04,  8.031969261753364E-01, -5.510093845848418E-01, -1.890028382366882E-02,
2461136.226770833, A.D. 2026-Apr-05 17:26:33.0000, -2.213711213328237E+05, -3.355498626932465E+05, -3.558917626795286E+04,  8.032769236966996E-01, -5.508855781868598E-01, -1.888709076584363E-02,
2461136.227465278, A.D. 2026-Apr-05 17:27:33.0000, -2.213229223179343E+05, -3.355829121134646E+05, -3.559030909759937E+04,  8.033569028993994E-01, -5.507617605468488E-01, -1.887389739947173E-02,
2461136.228159722, A.D. 2026-Apr-05 17:28:33.0000, -2.212747185048422E+05, -3.356159541042873E+05, -3.559144113563464E+04,  8.034368637822561E-01, -5.506379316673594E-01, -1.886070372481158E-02,
2461136.228854167, A.D. 2026-Apr-05 17:29:33.0000, -2.212265098946468E+05, -3.356489886650400E+05, -3.559257238204018E+04,  8.035168063440896E-01, -5.505140915509419E-01, -1.884750974212215E-02,
2461136.229548611, A.D. 2026-Apr-05 17:30:33.0000, -2.211782964884473E+05, -3.356820157950487E+05, -3.559370283679754E+04,  8.035967305837213E-01, -5.503902402001472E-01, -1.883431545166209E-02,
2461136.230243056, A.D. 2026-Apr-05 17:31:33.0000, -2.211300782873432E+05, -3.357150354936394E+05, -3.559483249988823E+04,  8.036766364999712E-01, -5.502663776175255E-01, -1.882112085368989E-02,
2461136.230937500, A.D. 2026-Apr-05 17:32:33.0000, -2.210818552924338E+05, -3.357480477601382E+05, -3.559596137129384E+04,  8.037565240916613E-01, -5.501425038056273E-01, -1.880792594846450E-02,
2461136.231631944, A.D. 2026-Apr-05 17:33:33.0000, -2.210336275048187E+05, -3.357810525938715E+05, -3.559708945099592E+04,  8.038363933576127E-01, -5.500186187670035E-01, -1.879473073624432E-02,
2461136.232326389, A.D. 2026-Apr-05 17:34:33.0000, -2.209853949255975E+05, -3.358140499941658E+05, -3.559821673897604E+04,  8.039162442966473E-01, -5.498947225042043E-01, -1.878153521728834E-02,
2461136.233020833, A.D. 2026-Apr-05 17:35:33.0000, -2.209371575558697E+05, -3.358470399603476E+05, -3.559934323521589E+04,  8.039960769075876E-01, -5.497708150197805E-01, -1.876833939185504E-02,
2461136.233715278, A.D. 2026-Apr-05 17:36:33.0000, -2.208889153967351E+05, -3.358800224917437E+05, -3.560046893969695E+04,  8.040758911892558E-01, -5.496468963162828E-01, -1.875514326020314E-02,
2461136.234409722, A.D. 2026-Apr-05 17:37:33.0000, -2.208406684492936E+05, -3.359129975876812E+05, -3.560159385240095E+04,  8.041556871404750E-01, -5.495229663962614E-01, -1.874194682259117E-02,
2461136.235104166, A.D. 2026-Apr-05 17:38:33.0000, -2.207924167146449E+05, -3.359459652474870E+05, -3.560271797330957E+04,  8.042354647600677E-01, -5.493990252622671E-01, -1.872875007927785E-02,
2461136.235798611, A.D. 2026-Apr-05 17:39:33.0000, -2.207441601938891E+05, -3.359789254704885E+05, -3.560384130240435E+04,  8.043152240468581E-01, -5.492750729168511E-01, -1.871555303052175E-02,
2461136.236493056, A.D. 2026-Apr-05 17:40:33.0000, -2.206958988881260E+05, -3.360118782560128E+05, -3.560496383966708E+04,  8.043949649996692E-01, -5.491511093625632E-01, -1.870235567658160E-02,
2461136.237187500, A.D. 2026-Apr-05 17:41:33.0000, -2.206476327984558E+05, -3.360448236033878E+05, -3.560608558507946E+04,  8.044746876173255E-01, -5.490271346019544E-01, -1.868915801771581E-02,
2461136.237881945, A.D. 2026-Apr-05 17:42:33.0000, -2.205993619259786E+05, -3.360777615119411E+05, -3.560720653862314E+04,  8.045543918986512E-01, -5.489031486375755E-01, -1.867596005418312E-02,
2461136.238576389, A.D. 2026-Apr-05 17:43:33.0000, -2.205510862717947E+05, -3.361106919810003E+05, -3.560832670027987E+04,  8.046340778424709E-01, -5.487791514719770E-01, -1.866276178624210E-02,
2461136.239270833, A.D. 2026-Apr-05 17:44:33.0000, -2.205028058370043E+05, -3.361436150098937E+05, -3.560944607003142E+04,  8.047137454476098E-01, -5.486551431077097E-01, -1.864956321415126E-02,
2461136.239965278, A.D. 2026-Apr-05 17:45:33.0000, -2.204545206227078E+05, -3.361765305979493E+05, -3.561056464785949E+04,  8.047933947128929E-01, -5.485311235473244E-01, -1.863636433816920E-02,
2461136.240659722, A.D. 2026-Apr-05 17:46:33.0000, -2.204062306300056E+05, -3.362094387444955E+05, -3.561168243374591E+04,  8.048730256371458E-01, -5.484070927933717E-01, -1.862316515855444E-02,
2461136.241354167, A.D. 2026-Apr-05 17:47:33.0000, -2.203579358599981E+05, -3.362423394488607E+05, -3.561279942767246E+04,  8.049526382191945E-01, -5.482830508484022E-01, -1.860996567556561E-02,
2461136.242048611, A.D. 2026-Apr-05 17:48:33.0000, -2.203096363137861E+05, -3.362752327103735E+05, -3.561391562962088E+04,  8.050322324578651E-01, -5.481589977149671E-01, -1.859676588946105E-02,
2461136.242743055, A.D. 2026-Apr-05 17:49:33.0000, -2.202613319924701E+05, -3.363081185283628E+05, -3.561503103957314E+04,  8.051118083519844E-01, -5.480349333956168E-01, -1.858356580049944E-02,
2461136.243437500, A.D. 2026-Apr-05 17:50:33.0000, -2.202130228971508E+05, -3.363409969021573E+05, -3.561614565751090E+04,  8.051913659003790E-01, -5.479108578929022E-01, -1.857036540893930E-02,
2461136.244131945, A.D. 2026-Apr-05 17:51:33.0000, -2.201647090289290E+05, -3.363738678310863E+05, -3.561725948341616E+04,  8.052709051018759E-01, -5.477867712093742E-01, -1.855716471503907E-02,
2461136.244826389, A.D. 2026-Apr-05 17:52:33.0000, -2.201163903889055E+05, -3.364067313144789E+05, -3.561837251727068E+04,  8.053504259553027E-01, -5.476626733475833E-01, -1.854396371905723E-02,
2461136.245520833, A.D. 2026-Apr-05 17:53:33.0000, -2.200680669781814E+05, -3.364395873516646E+05, -3.561948475905639E+04,  8.054299284594871E-01, -5.475385643100805E-01, -1.853076242125237E-02,
2461136.246215278, A.D. 2026-Apr-05 17:54:33.0000, -2.200197387978574E+05, -3.364724359419727E+05, -3.562059620875519E+04,  8.055094126132571E-01, -5.474144440994170E-01, -1.851756082188286E-02,
2461136.246909722, A.D. 2026-Apr-05 17:55:33.0000, -2.199714058490348E+05, -3.365052770847330E+05, -3.562170686634899E+04,  8.055888784154415E-01, -5.472903127181430E-01, -1.850435892120716E-02,
2461136.247604167, A.D. 2026-Apr-05 17:56:33.0000, -2.199230681328146E+05, -3.365381107792755E+05, -3.562281673181972E+04,  8.056683258648683E-01, -5.471661701688098E-01, -1.849115671948379E-02,
2461136.248298611, A.D. 2026-Apr-05 17:57:33.0000, -2.198747256502981E+05, -3.365709370249300E+05, -3.562392580514931E+04,  8.057477549603670E-01, -5.470420164539681E-01, -1.847795421697115E-02,
2461136.248993055, A.D. 2026-Apr-05 17:58:33.0000, -2.198263784025865E+05, -3.366037558210267E+05, -3.562503408631978E+04,  8.058271657007664E-01, -5.469178515761689E-01, -1.846475141392764E-02,
2461136.249687500, A.D. 2026-Apr-05 17:59:33.0000, -2.197780263907811E+05, -3.366365671668959E+05, -3.562614157531298E+04,  8.059065580848969E-01, -5.467936755379630E-01, -1.845154831061177E-02,
2461136.250381944, A.D. 2026-Apr-05 18:00:33.0000, -2.197296696159834E+05, -3.366693710618681E+05, -3.562724827211101E+04,  8.059859321115874E-01, -5.466694883419014E-01, -1.843834490728188E-02,
2461136.251076389, A.D. 2026-Apr-05 18:01:33.0000, -2.196813080792949E+05, -3.367021675052738E+05, -3.562835417669588E+04,  8.060652877796688E-01, -5.465452899905350E-01, -1.842514120419642E-02,
2461136.251770834, A.D. 2026-Apr-05 18:02:33.0000, -2.196329417818171E+05, -3.367349564964439E+05, -3.562945928904956E+04,  8.061446250879716E-01, -5.464210804864146E-01, -1.841193720161377E-02,
2461136.252465278, A.D. 2026-Apr-05 18:03:33.0000, -2.195845707246516E+05, -3.367677380347091E+05, -3.563056360915408E+04,  8.062239440353265E-01, -5.462968598320913E-01, -1.839873289979230E-02,
2461136.253159722, A.D. 2026-Apr-05 18:04:33.0000, -2.195361949089001E+05, -3.368005121194008E+05, -3.563166713699153E+04,  8.063032446205645E-01, -5.461726280301161E-01, -1.838552829899032E-02,
2461136.253854167, A.D. 2026-Apr-05 18:05:33.0000, -2.194878143356644E+05, -3.368332787498499E+05, -3.563276987254397E+04,  8.063825268425172E-01, -5.460483850830399E-01, -1.837232339946632E-02,
2461136.254548611, A.D. 2026-Apr-05 18:06:33.0000, -2.194394290060463E+05, -3.368660379253878E+05, -3.563387181579352E+04,  8.064617907000162E-01, -5.459241309934139E-01, -1.835911820147859E-02,
2461136.255243056, A.D. 2026-Apr-05 18:07:33.0000, -2.193910389211477E+05, -3.368987896453463E+05, -3.563497296672220E+04,  8.065410361918941E-01, -5.457998657637887E-01, -1.834591270528552E-02,
2461136.255937500, A.D. 2026-Apr-05 18:08:33.0000, -2.193426440820706E+05, -3.369315339090568E+05, -3.563607332531214E+04,  8.066202633169827E-01, -5.456755893967156E-01, -1.833270691114541E-02,
2461136.256631944, A.D. 2026-Apr-05 18:09:33.0000, -2.192942444899170E+05, -3.369642707158512E+05, -3.563717289154558E+04,  8.066994720741150E-01, -5.455513018947455E-01, -1.831950081931658E-02,
2461136.257326389, A.D. 2026-Apr-05 18:10:33.0000, -2.192458401457891E+05, -3.369970000650616E+05, -3.563827166540457E+04,  8.067786624621236E-01, -5.454270032604297E-01, -1.830629443005730E-02,
2461136.258020833, A.D. 2026-Apr-05 18:11:33.0000, -2.191974310507889E+05, -3.370297219560199E+05, -3.563936964687129E+04,  8.068578344798424E-01, -5.453026934963189E-01, -1.829308774362595E-02,
2461136.258715278, A.D. 2026-Apr-05 18:12:33.0000, -2.191490172060189E+05, -3.370624363880585E+05, -3.564046683592784E+04,  8.069369881261046E-01, -5.451783726049645E-01, -1.827988076028078E-02,
2461136.259409722, A.D. 2026-Apr-05 18:13:33.0000, -2.191005986125812E+05, -3.370951433605099E+05, -3.564156323255654E+04,  8.070161233997443E-01, -5.450540405889173E-01, -1.826667348028013E-02,
2461136.260104167, A.D. 2026-Apr-05 18:14:33.0000, -2.190521752715784E+05, -3.371278428727068E+05, -3.564265883673953E+04,  8.070952402995953E-01, -5.449296974507287E-01, -1.825346590388216E-02,
2461136.260798611, A.D. 2026-Apr-05 18:15:33.0000, -2.190037471841128E+05, -3.371605349239817E+05, -3.564375364845910E+04,  8.071743388244929E-01, -5.448053431929494E-01, -1.824025803134535E-02,
2461136.261493056, A.D. 2026-Apr-05 18:16:33.0000, -2.189553143512870E+05, -3.371932195136676E+05, -3.564484766769740E+04,  8.072534189732713E-01, -5.446809778181307E-01, -1.822704986292772E-02,
2461136.262187500, A.D. 2026-Apr-05 18:17:33.0000, -2.189068767742036E+05, -3.372258966410976E+05, -3.564594089443672E+04,  8.073324807447658E-01, -5.445566013288241E-01, -1.821384139888763E-02,
2461136.262881944, A.D. 2026-Apr-05 18:18:33.0000, -2.188584344539652E+05, -3.372585663056048E+05, -3.564703332865938E+04,  8.074115241378121E-01, -5.444322137275801E-01, -1.820063263948329E-02,
2461136.263576389, A.D. 2026-Apr-05 18:19:33.0000, -2.188099873916746E+05, -3.372912285065226E+05, -3.564812497034758E+04,  8.074905491512459E-01, -5.443078150169504E-01, -1.818742358497297E-02,
2461136.264270833, A.D. 2026-Apr-05 18:20:33.0000, -2.187615355884347E+05, -3.373238832431847E+05, -3.564921581948365E+04,  8.075695557839030E-01, -5.441834051994857E-01, -1.817421423561486E-02,
2461136.264965278, A.D. 2026-Apr-05 18:21:33.0000, -2.187130790453482E+05, -3.373565305149245E+05, -3.565030587604993E+04,  8.076485440346198E-01, -5.440589842777376E-01, -1.816100459166708E-02,
2461136.265659722, A.D. 2026-Apr-05 18:22:33.0000, -2.186646177635182E+05, -3.373891703210759E+05, -3.565139514002876E+04,  8.077275139022332E-01, -5.439345522542571E-01, -1.814779465338803E-02,
2461136.266354166, A.D. 2026-Apr-05 18:23:33.0000, -2.186161517440476E+05, -3.374218026609730E+05, -3.565248361140248E+04,  8.078064653855804E-01, -5.438101091315954E-01, -1.813458442103566E-02,
2461136.267048611, A.D. 2026-Apr-05 18:24:33.0000, -2.185676809880396E+05, -3.374544275339498E+05, -3.565357129015344E+04,  8.078853984834982E-01, -5.436856549123038E-01, -1.812137389486831E-02,
2461136.267743056, A.D. 2026-Apr-05 18:25:33.0000, -2.185192054965973E+05, -3.374870449393407E+05, -3.565465817626397E+04,  8.079643131948245E-01, -5.435611895989335E-01, -1.810816307514410E-02,
2461136.268437500, A.D. 2026-Apr-05 18:26:33.0000, -2.184707252708240E+05, -3.375196548764799E+05, -3.565574426971660E+04,  8.080432095183973E-01, -5.434367131940356E-01, -1.809495196212105E-02,
2461136.269131945, A.D. 2026-Apr-05 18:27:33.0000, -2.184222403118229E+05, -3.375522573447021E+05, -3.565682957049360E+04,  8.081220874530546E-01, -5.433122257001617E-01, -1.808174055605755E-02,
2461136.269826389, A.D. 2026-Apr-05 18:28:33.0000, -2.183737506206974E+05, -3.375848523433422E+05, -3.565791407857744E+04,  8.082009469976350E-01, -5.431877271198626E-01, -1.806852885721164E-02,
2461136.270520833, A.D. 2026-Apr-05 18:29:33.0000, -2.183252561985510E+05, -3.376174398717348E+05, -3.565899779395062E+04,  8.082797881509773E-01, -5.430632174556901E-01, -1.805531686584136E-02,
2461136.271215278, A.D. 2026-Apr-05 18:30:33.0000, -2.182767570464872E+05, -3.376500199292153E+05, -3.566008071659546E+04,  8.083586109119210E-01, -5.429386967101949E-01, -1.804210458220501E-02,
2461136.271909722, A.D. 2026-Apr-05 18:31:33.0000, -2.182282531656095E+05, -3.376825925151185E+05, -3.566116284649463E+04,  8.084374152793051E-01, -5.428141648859287E-01, -1.802889200656058E-02,
2461136.272604167, A.D. 2026-Apr-05 18:32:33.0000, -2.181797445570215E+05, -3.377151576287801E+05, -3.566224418363045E+04,  8.085162012519693E-01, -5.426896219854430E-01, -1.801567913916599E-02,
2461136.273298611, A.D. 2026-Apr-05 18:33:33.0000, -2.181312312218271E+05, -3.377477152695353E+05, -3.566332472798547E+04,  8.085949688287543E-01, -5.425650680112887E-01, -1.800246598027963E-02,
2461136.273993055, A.D. 2026-Apr-05 18:34:33.0000, -2.180827131611300E+05, -3.377802654367199E+05, -3.566440447954225E+04,  8.086737180084999E-01, -5.424405029660171E-01, -1.798925253015951E-02,
2461136.274687500, A.D. 2026-Apr-05 18:35:33.0000, -2.180341903760341E+05, -3.378128081296699E+05, -3.566548343828329E+04,  8.087524487900470E-01, -5.423159268521801E-01, -1.797603878906359E-02,
2461136.275381945, A.D. 2026-Apr-05 18:36:33.0000, -2.179856628676432E+05, -3.378453433477209E+05, -3.566656160419116E+04,  8.088311611722366E-01, -5.421913396723286E-01, -1.796282475725000E-02,
2461136.276076389, A.D. 2026-Apr-05 18:37:33.0000, -2.179371306370614E+05, -3.378778710902092E+05, -3.566763897724831E+04,  8.089098551539099E-01, -5.420667414290141E-01, -1.794961043497678E-02,
2461136.276770833, A.D. 2026-Apr-05 18:38:33.0000, -2.178885936853928E+05, -3.379103913564712E+05, -3.566871555743752E+04,  8.089885307339084E-01, -5.419421321247880E-01, -1.793639582250192E-02,
2461136.277465278, A.D. 2026-Apr-05 18:39:33.0000, -2.178400520137414E+05, -3.379429041458431E+05, -3.566979134474127E+04,  8.090671879110745E-01, -5.418175117622017E-01, -1.792318092008346E-02,
2461136.278159722, A.D. 2026-Apr-05 18:40:33.0000, -2.177915056232115E+05, -3.379754094576616E+05, -3.567086633914211E+04,  8.091458266842498E-01, -5.416928803438066E-01, -1.790996572797943E-02,
2461136.278854167, A.D. 2026-Apr-05 18:41:33.0000, -2.177429545149074E+05, -3.380079072912632E+05, -3.567194054062285E+04,  8.092244470522773E-01, -5.415682378721542E-01, -1.789675024644799E-02,
2461136.279548611, A.D. 2026-Apr-05 18:42:33.0000, -2.176943986899334E+05, -3.380403976459852E+05, -3.567301394916596E+04,  8.093030490139994E-01, -5.414435843497958E-01, -1.788353447574692E-02,
2461136.280243055, A.D. 2026-Apr-05 18:43:33.0000, -2.176458381493939E+05, -3.380728805211643E+05, -3.567408656475411E+04,  8.093816325682595E-01, -5.413189197792829E-01, -1.787031841613426E-02,
2461136.280937500, A.D. 2026-Apr-05 18:44:33.0000, -2.175972728943934E+05, -3.381053559161377E+05, -3.567515838737013E+04,  8.094601977139012E-01, -5.411942441631670E-01, -1.785710206786809E-02,
2461136.281631944, A.D. 2026-Apr-05 18:45:33.0000, -2.175487029260364E+05, -3.381378238302430E+05, -3.567622941699649E+04,  8.095387444497679E-01, -5.410695575039995E-01, -1.784388543120624E-02,
2461136.282326389, A.D. 2026-Apr-05 18:46:33.0000, -2.175001282454276E+05, -3.381702842628174E+05, -3.567729965361609E+04,  8.096172727747040E-01, -5.409448598043320E-01, -1.783066850640672E-02,
2461136.283020834, A.D. 2026-Apr-05 18:47:33.0000, -2.174515488536717E+05, -3.382027372131988E+05, -3.567836909721149E+04,  8.096957826875533E-01, -5.408201510667160E-01, -1.781745129372753E-02,
